week,demand_units,retailer_id,sku_id
21,0.0,RET_2,SKU_2
22,0.0,RET_2,SKU_2
23,0.0,RET_2,SKU_2
24,0.0,RET_2,SKU_2
25,0.0,RET_2,SKU_2
26,0.0,RET_2,SKU_2
27,0.0,RET_2,SKU_2
28,0.0,RET_2,SKU_2
29,0.0,RET_2,SKU_2
30,0.0,RET_2,SKU_2
31,96.97592941786361,RET_2,SKU_2
32,0.0,RET_2,SKU_2
33,0.0,RET_2,SKU_2
34,0.0,RET_2,SKU_2
35,0.0,RET_2,SKU_2
36,0.0,RET_2,SKU_2
37,0.0,RET_2,SKU_2
38,0.0,RET_2,SKU_2
39,121.93503850952666,RET_2,SKU_2
40,0.0,RET_2,SKU_2
41,0.0,RET_2,SKU_2
42,0.0,RET_2,SKU_2
43,0.0,RET_2,SKU_2
44,0.0,RET_2,SKU_2
45,0.0,RET_2,SKU_2
46,0.0,RET_2,SKU_2
47,0.0,RET_2,SKU_2
48,0.0,RET_2,SKU_2
49,0.0,RET_2,SKU_2
50,0.0,RET_2,SKU_2
51,0.0,RET_2,SKU_2
52,0.0,RET_2,SKU_2
1,0.0,RET_2,SKU_3
2,0.0,RET_2,SKU_3
3,0.0,RET_2,SKU_3
4,0.0,RET_2,SKU_3
5,0.0,RET_2,SKU_3
6,0.0,RET_2,SKU_3
7,0.0,RET_2,SKU_3
8,0.0,RET_2,SKU_3
9,0.0,RET_2,SKU_3
10,0.0,RET_2,SKU_3
11,0.0,RET_2,SKU_3
12,0.0,RET_2,SKU_3
13,0.0,RET_2,SKU_3
14,151.15020262824342,RET_2,SKU_3
15,0.0,RET_2,SKU_3
16,0.0,RET_2,SKU_3
17,0.0,RET_2,SKU_3
18,148.1694345429213,RET_2,SKU_3
19,0.0,RET_2,SKU_3
20,0.0,RET_2,SKU_3
21,0.0,RET_2,SKU_3
22,0.0,RET_2,SKU_3
23,0.0,RET_2,SKU_3
24,0.0,RET_2,SKU_3
25,0.0,RET_2,SKU_3
26,0.0,RET_2,SKU_3
27,0.0,RET_2,SKU_3
28,0.0,RET_2,SKU_3
29,0.0,RET_2,SKU_3
30,148.20085098219468,RET_2,SKU_3
31,0.0,RET_2,SKU_3
32,0.0,RET_2,SKU_3
33,0.0,RET_2,SKU_3
34,0.0,RET_2,SKU_3
35,0.0,RET_2,SKU_3
36,0.0,RET_2,SKU_3
37,0.0,RET_2,SKU_3
38,0.0,RET_2,SKU_3
39,0.0,RET_2,SKU_3
40,0.0,RET_2,SKU_3
41,0.0,RET_2,SKU_3
42,0.0,RET_2,SKU_3
43,0.0,RET_2,SKU_3
44,0.0,RET_2,SKU_3
45,0.0,RET_2,SKU_3
46,121.05661979665538,RET_2,SKU_3
47,0.0,RET_2,SKU_3
48,0.0,RET_2,SKU_3
49,0.0,RET_2,SKU_3
50,0.0,RET_2,SKU_3
51,0.0,RET_2,SKU_3
52,0.0,RET_2,SKU_3
1,0.0,RET_3,SKU_1
2,0.0,RET_3,SKU_1
3,0.0,RET_3,SKU_1
4,0.0,RET_3,SKU_1
5,0.0,RET_3,SKU_1
6,0.0,RET_3,SKU_1
7,0.0,RET_3,SKU_1
8,131.84392298972875,RET_3,SKU_1
9,0.0,RET_3,SKU_1
10,0.0,RET_3,SKU_1
11,0.0,RET_3,SKU_1
12,0.0,RET_3,SKU_1
13,0.0,RET_3,SKU_1
14,0.0,RET_3,SKU_1
15,0.0,RET_3,SKU_1
16,0.0,RET_3,SKU_1
17,0.0,RET_3,SKU_1
18,0.0,RET_3,SKU_1
19,141.16217335282786,RET_3,SKU_1
20,0.0,RET_3,SKU_1
21,0.0,RET_3,SKU_1
22,0.0,RET_3,SKU_1
23,0.0,RET_3,SKU_1
24,0.0,RET_3,SKU_1
25,0.0,RET_3,SKU_1
26,0.0,RET_3,SKU_1
27,0.0,RET_3,SKU_1
28,0.0,RET_3,SKU_1
29,0.0,RET_3,SKU_1
30,0.0,RET_3,SKU_1
31,0.0,RET_3,SKU_1
32,0.0,RET_3,SKU_1
33,0.0,RET_3,SKU_1
34,0.0,RET_3,SKU_1
35,105.22722467580901,RET_3,SKU_1
36,0.0,RET_3,SKU_1
37,0.0,RET_3,SKU_1
38,0.0,RET_3,SKU_1
39,0.0,RET_3,SKU_1
40,0.0,RET_3,SKU_1
41,0.0,RET_3,SKU_1
42,0.0,RET_3,SKU_1
43,0.0,RET_3,SKU_1
44,96.5261595855748,RET_3,SKU_1
45,0.0,RET_3,SKU_1
46,0.0,RET_3,SKU_1
47,0.0,RET_3,SKU_1
48,0.0,RET_3,SKU_1
49,0.0,RET_3,SKU_1
50,0.0,RET_3,SKU_1
51,0.0,RET_3,SKU_1
52,0.0,RET_3,SKU_1
1,0.0,RET_3,SKU_2
2,0.0,RET_3,SKU_2
3,0.0,RET_3,SKU_2
4,179.92472711740822,RET_3,SKU_2
5,0.0,RET_3,SKU_2
6,0.0,RET_3,SKU_2
7,0.0,RET_3,SKU_2
8,0.0,RET_3,SKU_2
9,0.0,RET_3,SKU_2
10,0.0,RET_3,SKU_2
11,0.0,RET_3,SKU_2
12,0.0,RET_3,SKU_2
13,0.0,RET_3,SKU_2
14,0.0,RET_3,SKU_2
15,0.0,RET_3,SKU_2
16,0.0,RET_3,SKU_2
17,0.0,RET_3,SKU_2
18,0.0,RET_3,SKU_2
19,0.0,RET_3,SKU_2
20,0.0,RET_3,SKU_2
21,0.0,RET_3,SKU_2
22,0.0,RET_3,SKU_2
23,0.0,RET_3,SKU_2
24,0.0,RET_3,SKU_2
25,0.0,RET_3,SKU_2
26,0.0,RET_3,SKU_2
27,0.0,RET_3,SKU_2
28,0.0,RET_3,SKU_2
29,0.0,RET_3,SKU_2
30,135.55673692273302,RET_3,SKU_2
31,0.0,RET_3,SKU_2
32,0.0,RET_3,SKU_2
33,0.0,RET_3,SKU_2
34,0.0,RET_3,SKU_2
35,0.0,RET_3,SKU_2
36,0.0,RET_3,SKU_2
37,130.3271936788235,RET_3,SKU_2
38,0.0,RET_3,SKU_2
39,0.0,RET_3,SKU_2
40,0.0,RET_3,SKU_2
41,0.0,RET_3,SKU_2
42,0.0,RET_3,SKU_2
43,0.0,RET_3,SKU_2
44,0.0,RET_3,SKU_2
45,0.0,RET_3,SKU_2
46,136.97908132454853,RET_3,SKU_2
47,0.0,RET_3,SKU_2
48,0.0,RET_3,SKU_2
49,0.0,RET_3,SKU_2
50,0.0,RET_3,SKU_2
51,0.0,RET_3,SKU_2
52,0.0,RET_3,SKU_2
1,0.0,RET_3,SKU_3
2,0.0,RET_3,SKU_3
3,0.0,RET_3,SKU_3
4,0.0,RET_3,SKU_3
5,189.51138447258043,RET_3,SKU_3
6,0.0,RET_3,SKU_3
7,0.0,RET_3,SKU_3
8,0.0,RET_3,SKU_3
9,0.0,RET_3,SKU_3
10,0.0,RET_3,SKU_3
11,0.0,RET_3,SKU_3
12,0.0,RET_3,SKU_3
13,167.92328219649028,RET_3,SKU_3
14,0.0,RET_3,SKU_3
15,0.0,RET_3,SKU_3
16,216.03347902889394,RET_3,SKU_3
17,0.0,RET_3,SKU_3
18,0.0,RET_3,SKU_3
19,0.0,RET_3,SKU_3
20,0.0,RET_3,SKU_3
21,0.0,RET_3,SKU_3
22,0.0,RET_3,SKU_3
23,0.0,RET_3,SKU_3
24,0.0,RET_3,SKU_3
25,0.0,RET_3,SKU_3
26,0.0,RET_3,SKU_3
27,0.0,RET_3,SKU_3
28,0.0,RET_3,SKU_3
29,0.0,RET_3,SKU_3
30,0.0,RET_3,SKU_3
31,0.0,RET_3,SKU_3
32,0.0,RET_3,SKU_3
33,0.0,RET_3,SKU_3
34,0.0,RET_3,SKU_3
35,0.0,RET_3,SKU_3
36,0.0,RET_3,SKU_3
37,0.0,RET_3,SKU_3
38,0.0,RET_3,SKU_3
39,0.0,RET_3,SKU_3
40,0.0,RET_3,SKU_3
41,127.95160650023095,RET_3,SKU_3
42,0.0,RET_3,SKU_3
43,0.0,RET_3,SKU_3
44,0.0,RET_3,SKU_3
45,0.0,RET_3,SKU_3
46,0.0,RET_3,SKU_3
47,0.0,RET_3,SKU_3
48,0.0,RET_3,SKU_3
49,0.0,RET_3,SKU_3
50,0.0,RET_3,SKU_3
51,0.0,RET_3,SKU_3
52,0.0,RET_3,SKU_3
1,0.0,RET_4,SKU_1
2,0.0,RET_4,SKU_1
3,0.0,RET_4,SKU_1
4,0.0,RET_4,SKU_1
5,0.0,RET_4,SKU_1
6,0.0,RET_4,SKU_1
7,0.0,RET_4,SKU_1
8,0.0,RET_4,SKU_1
9,0.0,RET_4,SKU_1
10,0.0,RET_4,SKU_1
11,0.0,RET_4,SKU_1
12,0.0,RET_4,SKU_1
13,0.0,RET_4,SKU_1
14,0.0,RET_4,SKU_1
15,0.0,RET_4,SKU_1
16,0.0,RET_4,SKU_1
17,0.0,RET_4,SKU_1
18,0.0,RET_4,SKU_1
19,0.0,RET_4,SKU_1
20,186.88753285655412,RET_4,SKU_1
21,0.0,RET_4,SKU_1
22,0.0,RET_4,SKU_1
23,0.0,RET_4,SKU_1
24,0.0,RET_4,SKU_1
25,0.0,RET_4,SKU_1
26,0.0,RET_4,SKU_1
27,0.0,RET_4,SKU_1
28,0.0,RET_4,SKU_1
29,0.0,RET_4,SKU_1
30,125.12886667092319,RET_4,SKU_1
31,0.0,RET_4,SKU_1
32,0.0,RET_4,SKU_1
33,0.0,RET_4,SKU_1
34,0.0,RET_4,SKU_1
35,0.0,RET_4,SKU_1
36,0.0,RET_4,SKU_1
37,0.0,RET_4,SKU_1
38,0.0,RET_4,SKU_1
39,0.0,RET_4,SKU_1
40,0.0,RET_4,SKU_1
41,0.0,RET_4,SKU_1
42,0.0,RET_4,SKU_1
43,0.0,RET_4,SKU_1
44,0.0,RET_4,SKU_1
45,0.0,RET_4,SKU_1
46,0.0,RET_4,SKU_1
47,0.0,RET_4,SKU_1
48,0.0,RET_4,SKU_1
49,0.0,RET_4,SKU_1
50,0.0,RET_4,SKU_1
51,154.50828873892556,RET_4,SKU_1
52,137.64788420576488,RET_4,SKU_1
1,0.0,RET_4,SKU_2
2,0.0,RET_4,SKU_2
3,0.0,RET_4,SKU_2
4,0.0,RET_4,SKU_2
5,0.0,RET_4,SKU_2
6,0.0,RET_4,SKU_2
7,0.0,RET_4,SKU_2
8,0.0,RET_4,SKU_2
9,0.0,RET_4,SKU_2
10,0.0,RET_4,SKU_2
11,0.0,RET_4,SKU_2
12,0.0,RET_4,SKU_2
13,0.0,RET_4,SKU_2
14,0.0,RET_4,SKU_2
15,0.0,RET_4,SKU_2
16,0.0,RET_4,SKU_2
17,161.52380303250703,RET_4,SKU_2
18,0.0,RET_4,SKU_2
19,0.0,RET_4,SKU_2
20,0.0,RET_4,SKU_2
21,0.0,RET_4,SKU_2
22,0.0,RET_4,SKU_2
23,0.0,RET_4,SKU_2
24,0.0,RET_4,SKU_2
25,0.0,RET_4,SKU_2
26,0.0,RET_4,SKU_2
27,0.0,RET_4,SKU_2
28,0.0,RET_4,SKU_2
29,0.0,RET_4,SKU_2
30,0.0,RET_4,SKU_2
31,0.0,RET_4,SKU_2
32,0.0,RET_4,SKU_2
33,0.0,RET_4,SKU_2
34,118.94083343659787,RET_4,SKU_2
35,0.0,RET_4,SKU_2
36,0.0,RET_4,SKU_2
37,0.0,RET_4,SKU_2
38,0.0,RET_4,SKU_2
39,0.0,RET_4,SKU_2
40,0.0,RET_4,SKU_2
41,0.0,RET_4,SKU_2
42,0.0,RET_4,SKU_2
43,0.0,RET_4,SKU_2
44,0.0,RET_4,SKU_2
45,0.0,RET_4,SKU_2
46,0.0,RET_4,SKU_2
47,118.2588310477278,RET_4,SKU_2
48,0.0,RET_4,SKU_2
49,0.0,RET_4,SKU_2
50,0.0,RET_4,SKU_2
51,136.2826119003954,RET_4,SKU_2
52,0.0,RET_4,SKU_2
1,0.0,RET_4,SKU_3
2,0.0,RET_4,SKU_3
3,0.0,RET_4,SKU_3
4,0.0,RET_4,SKU_3
5,0.0,RET_4,SKU_3
6,0.0,RET_4,SKU_3
7,127.92343100947915,RET_4,SKU_3
8,117.84133723993796,RET_4,SKU_3
9,0.0,RET_4,SKU_3
10,0.0,RET_4,SKU_3
11,0.0,RET_4,SKU_3
12,0.0,RET_4,SKU_3
13,0.0,RET_4,SKU_3
14,0.0,RET_4,SKU_3
15,0.0,RET_4,SKU_3
16,0.0,RET_4,SKU_3
17,140.23872175414786,RET_4,SKU_3
18,0.0,RET_4,SKU_3
19,0.0,RET_4,SKU_3
20,0.0,RET_4,SKU_3
21,0.0,RET_4,SKU_3
22,0.0,RET_4,SKU_3
23,0.0,RET_4,SKU_3
24,0.0,RET_4,SKU_3
25,0.0,RET_4,SKU_3
26,0.0,RET_4,SKU_3
27,0.0,RET_4,SKU_3
28,128.48935104161217,RET_4,SKU_3
29,0.0,RET_4,SKU_3
30,0.0,RET_4,SKU_3
31,0.0,RET_4,SKU_3
32,0.0,RET_4,SKU_3
33,0.0,RET_4,SKU_3
34,0.0,RET_4,SKU_3
35,0.0,RET_4,SKU_3
36,0.0,RET_4,SKU_3
37,0.0,RET_4,SKU_3
38,0.0,RET_4,SKU_3
39,0.0,RET_4,SKU_3
40,0.0,RET_4,SKU_3
41,0.0,RET_4,SKU_3
42,0.0,RET_4,SKU_3
43,0.0,RET_4,SKU_3
44,0.0,RET_4,SKU_3
45,0.0,RET_4,SKU_3
46,0.0,RET_4,SKU_3
47,0.0,RET_4,SKU_3
48,0.0,RET_4,SKU_3
49,0.0,RET_4,SKU_3
50,0.0,RET_4,SKU_3
51,0.0,RET_4,SKU_3
52,0.0,RET_4,SKU_3
1,0.0,RET_5,SKU_1
2,0.0,RET_5,SKU_1
3,0.0,RET_5,SKU_1
4,0.0,RET_5,SKU_1
5,202.42435856055113,RET_5,SKU_1
6,0.0,RET_5,SKU_1
7,0.0,RET_5,SKU_1
8,0.0,RET_5,SKU_1
9,0.0,RET_5,SKU_1
10,0.0,RET_5,SKU_1
11,0.0,RET_5,SKU_1
12,0.0,RET_5,SKU_1
13,0.0,RET_5,SKU_1
14,0.0,RET_5,SKU_1
15,0.0,RET_5,SKU_1
16,0.0,RET_5,SKU_1
17,0.0,RET_5,SKU_1
18,0.0,RET_5,SKU_1
19,222.26495186117282,RET_5,SKU_1
20,0.0,RET_5,SKU_1
21,0.0,RET_5,SKU_1
22,0.0,RET_5,SKU_1
23,0.0,RET_5,SKU_1
24,212.1088850100904,RET_5,SKU_1
25,0.0,RET_5,SKU_1
26,0.0,RET_5,SKU_1
27,221.19585611020452,RET_5,SKU_1
28,0.0,RET_5,SKU_1
29,0.0,RET_5,SKU_1
30,0.0,RET_5,SKU_1
31,0.0,RET_5,SKU_1
32,0.0,RET_5,SKU_1
33,0.0,RET_5,SKU_1
34,0.0,RET_5,SKU_1
35,0.0,RET_5,SKU_1
36,0.0,RET_5,SKU_1
37,0.0,RET_5,SKU_1
38,0.0,RET_5,SKU_1
39,0.0,RET_5,SKU_1
40,0.0,RET_5,SKU_1
41,0.0,RET_5,SKU_1
42,0.0,RET_5,SKU_1
43,0.0,RET_5,SKU_1
44,0.0,RET_5,SKU_1
45,0.0,RET_5,SKU_1
46,0.0,RET_5,SKU_1
47,0.0,RET_5,SKU_1
48,0.0,RET_5,SKU_1
49,0.0,RET_5,SKU_1
50,0.0,RET_5,SKU_1
51,0.0,RET_5,SKU_1
52,0.0,RET_5,SKU_1
1,0.0,RET_5,SKU_2
2,108.58111822324742,RET_5,SKU_2
3,0.0,RET_5,SKU_2
4,0.0,RET_5,SKU_2
5,0.0,RET_5,SKU_2
6,0.0,RET_5,SKU_2
7,0.0,RET_5,SKU_2
8,0.0,RET_5,SKU_2
9,0.0,RET_5,SKU_2
10,0.0,RET_5,SKU_2
11,0.0,RET_5,SKU_2
12,0.0,RET_5,SKU_2
13,0.0,RET_5,SKU_2
14,157.07275066443853,RET_5,SKU_2
15,0.0,RET_5,SKU_2
16,0.0,RET_5,SKU_2
17,0.0,RET_5,SKU_2
18,0.0,RET_5,SKU_2
19,0.0,RET_5,SKU_2
20,115.38099271812295,RET_5,SKU_2
21,0.0,RET_5,SKU_2
22,136.20124276350256,RET_5,SKU_2
23,0.0,RET_5,SKU_2
24,0.0,RET_5,SKU_2
25,0.0,RET_5,SKU_2
26,0.0,RET_5,SKU_2
27,0.0,RET_5,SKU_2
28,0.0,RET_5,SKU_2
29,0.0,RET_5,SKU_2
30,0.0,RET_5,SKU_2
31,0.0,RET_5,SKU_2
32,0.0,RET_5,SKU_2
33,0.0,RET_5,SKU_2
34,0.0,RET_5,SKU_2
35,0.0,RET_5,SKU_2
36,0.0,RET_5,SKU_2
37,0.0,RET_5,SKU_2
38,0.0,RET_5,SKU_2
39,0.0,RET_5,SKU_2
40,0.0,RET_5,SKU_2
41,0.0,RET_5,SKU_2
42,0.0,RET_5,SKU_2
43,0.0,RET_5,SKU_2
44,0.0,RET_5,SKU_2
45,0.0,RET_5,SKU_2
46,0.0,RET_5,SKU_2
47,0.0,RET_5,SKU_2
48,0.0,RET_5,SKU_2
49,0.0,RET_5,SKU_2
50,0.0,RET_5,SKU_2
51,0.0,RET_5,SKU_2
52,0.0,RET_5,SKU_2
1,0.0,RET_5,SKU_3
2,0.0,RET_5,SKU_3
3,0.0,RET_5,SKU_3
4,0.0,RET_5,SKU_3
5,0.0,RET_5,SKU_3
6,217.58628744893957,RET_5,SKU_3
7,208.16017076860996,RET_5,SKU_3
8,0.0,RET_5,SKU_3
9,0.0,RET_5,SKU_3
10,0.0,RET_5,SKU_3
11,0.0,RET_5,SKU_3
12,0.0,RET_5,SKU_3
13,0.0,RET_5,SKU_3
14,0.0,RET_5,SKU_3
15,0.0,RET_5,SKU_3
16,0.0,RET_5,SKU_3
17,0.0,RET_5,SKU_3
18,0.0,RET_5,SKU_3
19,0.0,RET_5,SKU_3
20,0.0,RET_5,SKU_3
21,0.0,RET_5,SKU_3
22,0.0,RET_5,SKU_3
23,0.0,RET_5,SKU_3
24,0.0,RET_5,SKU_3
25,0.0,RET_5,SKU_3
26,0.0,RET_5,SKU_3
27,0.0,RET_5,SKU_3
28,0.0,RET_5,SKU_3
29,0.0,RET_5,SKU_3
30,0.0,RET_5,SKU_3
31,0.0,RET_5,SKU_3
32,0.0,RET_5,SKU_3
33,0.0,RET_5,SKU_3
34,0.0,RET_5,SKU_3
35,183.1964975650478,RET_5,SKU_3
36,0.0,RET_5,SKU_3
37,0.0,RET_5,SKU_3
38,0.0,RET_5,SKU_3
39,0.0,RET_5,SKU_3
40,0.0,RET_5,SKU_3
41,0.0,RET_5,SKU_3
42,0.0,RET_5,SKU_3
43,0.0,RET_5,SKU_3
44,0.0,RET_5,SKU_3
45,185.25912610376366,RET_5,SKU_3
46,0.0,RET_5,SKU_3
47,0.0,RET_5,SKU_3
48,0.0,RET_5,SKU_3
49,0.0,RET_5,SKU_3
50,0.0,RET_5,SKU_3
51,0.0,RET_5,SKU_3
52,0.0,RET_5,SKU_3
1,0.0,RET_6,SKU_1
2,0.0,RET_6,SKU_1
3,0.0,RET_6,SKU_1
4,0.0,RET_6,SKU_1
5,0.0,RET_6,SKU_1
6,0.0,RET_6,SKU_1
7,0.0,RET_6,SKU_1
8,0.0,RET_6,SKU_1
9,0.0,RET_6,SKU_1
10,113.79766753845011,RET_6,SKU_1
11,0.0,RET_6,SKU_1
12,0.0,RET_6,SKU_1
13,0.0,RET_6,SKU_1
14,0.0,RET_6,SKU_1
15,0.0,RET_6,SKU_1
16,0.0,RET_6,SKU_1
17,0.0,RET_6,SKU_1
18,0.0,RET_6,SKU_1
19,137.2604059803528,RET_6,SKU_1
20,0.0,RET_6,SKU_1
21,0.0,RET_6,SKU_1
22,0.0,RET_6,SKU_1
23,116.6980479183714,RET_6,SKU_1
24,0.0,RET_6,SKU_1
25,0.0,RET_6,SKU_1
26,0.0,RET_6,SKU_1
