retailer_id,sku_id,week,demand_units,realized_lead_days,delivered_on_time,transport_cost
RET_1,SKU_2,26,0.0,16,True,0.0
RET_1,SKU_2,27,0.0,16,True,0.0
RET_1,SKU_2,28,181.7812760635437,16,True,536.2547643874539
RET_1,SKU_2,29,0.0,16,True,0.0
RET_1,SKU_2,30,0.0,16,True,0.0
RET_1,SKU_2,31,0.0,16,True,0.0
RET_1,SKU_2,32,0.0,16,True,0.0
RET_1,SKU_2,33,0.0,16,True,0.0
RET_1,SKU_2,34,0.0,16,True,0.0
RET_1,SKU_2,35,0.0,16,True,0.0
RET_1,SKU_2,36,0.0,16,True,0.0
RET_1,SKU_2,37,0.0,16,True,0.0
RET_1,SKU_2,38,0.0,16,True,0.0
RET_1,SKU_2,39,0.0,19,False,0.0
RET_1,SKU_2,40,0.0,16,True,0.0
RET_1,SKU_2,41,115.46978468504358,16,True,256.34292200079676
RET_1,SKU_2,42,0.0,16,True,0.0
RET_1,SKU_2,43,0.0,16,True,0.0
RET_1,SKU_2,44,0.0,16,True,0.0
RET_1,SKU_2,45,0.0,20,False,0.0
RET_1,SKU_2,46,0.0,16,True,0.0
RET_1,SKU_2,47,0.0,16,True,0.0
RET_1,SKU_2,48,0.0,19,False,0.0
RET_1,SKU_2,49,0.0,16,True,0.0
RET_1,SKU_2,50,0.0,17,False,0.0
RET_1,SKU_2,51,0.0,18,False,0.0
RET_1,SKU_2,52,0.0,16,True,0.0
RET_1,SKU_3,1,0.0,16,True,0.0
RET_1,SKU_3,2,0.0,16,True,0.0
RET_1,SKU_3,3,0.0,17,False,0.0
RET_1,SKU_3,4,0.0,16,True,0.0
RET_1,SKU_3,5,0.0,16,True,0.0
RET_1,SKU_3,6,0.0,16,True,0.0
RET_1,SKU_3,7,0.0,16,True,0.0
RET_1,SKU_3,8,0.0,18,False,0.0
RET_1,SKU_3,9,0.0,16,True,0.0
RET_1,SKU_3,10,0.0,17,False,0.0
RET_1,SKU_3,11,0.0,16,True,0.0
RET_1,SKU_3,12,0.0,19,False,0.0
RET_1,SKU_3,13,0.0,19,False,0.0
RET_1,SKU_3,14,0.0,18,False,0.0
RET_1,SKU_3,15,0.0,16,True,0.0
RET_1,SKU_3,16,0.0,16,True,0.0
RET_1,SKU_3,17,0.0,16,True,0.0
RET_1,SKU_3,18,0.0,16,True,0.0
RET_1,SKU_3,19,0.0,16,True,0.0
RET_1,SKU_3,20,0.0,16,True,0.0
RET_1,SKU_3,21,0.0,16,True,0.0
RET_1,SKU_3,22,0.0,16,True,0.0
RET_1,SKU_3,23,0.0,16,True,0.0
RET_1,SKU_3,24,0.0,19,False,0.0
RET_1,SKU_3,25,0.0,16,True,0.0
RET_1,SKU_3,26,0.0,16,True,0.0
RET_1,SKU_3,27,0.0,16,True,0.0
RET_1,SKU_3,28,0.0,18,False,0.0
RET_1,SKU_3,29,0.0,16,True,0.0
RET_1,SKU_3,30,0.0,16,True,0.0
RET_1,SKU_3,31,0.0,16,True,0.0
RET_1,SKU_3,32,0.0,16,True,0.0
RET_1,SKU_3,33,0.0,16,True,0.0
RET_1,SKU_3,34,0.0,16,True,0.0
RET_1,SKU_3,35,83.49528074573593,16,True,185.35952325553376
RET_1,SKU_3,36,0.0,18,False,0.0
RET_1,SKU_3,37,100.71742056312502,16,True,297.1163906612188
RET_1,SKU_3,38,0.0,16,True,0.0
RET_1,SKU_3,39,0.0,16,True,0.0
RET_1,SKU_3,40,0.0,16,True,0.0
RET_1,SKU_3,41,0.0,16,True,0.0
RET_1,SKU_3,42,0.0,16,True,0.0
RET_1,SKU_3,43,0.0,19,False,0.0
RET_1,SKU_3,44,93.2320854902148,16,True,257.32055595299283
RET_1,SKU_3,45,0.0,16,True,0.0
RET_1,SKU_3,46,0.0,19,False,0.0
RET_1,SKU_3,47,0.0,17,False,0.0
RET_1,SKU_3,48,0.0,16,True,0.0
RET_1,SKU_3,49,101.23041887212914,19,False,298.62973567278095
RET_1,SKU_3,50,0.0,16,True,0.0
RET_1,SKU_3,51,0.0,18,False,0.0
RET_1,SKU_3,52,0.0,16,True,0.0
RET_2,SKU_1,1,0.0,16,True,0.0
RET_2,SKU_1,2,0.0,16,True,0.0
RET_2,SKU_1,3,0.0,16,True,0.0
RET_2,SKU_1,4,0.0,16,True,0.0
RET_2,SKU_1,5,0.0,16,True,0.0
RET_2,SKU_1,6,0.0,16,True,0.0
RET_2,SKU_1,7,0.0,16,True,0.0
RET_2,SKU_1,8,0.0,16,True,0.0
RET_2,SKU_1,9,218.4969051414409,16,True,485.0631294139988
RET_2,SKU_1,10,0.0,16,True,0.0
RET_2,SKU_1,11,0.0,16,True,0.0
RET_2,SKU_1,12,0.0,16,True,0.0
RET_2,SKU_1,13,0.0,16,True,0.0
RET_2,SKU_1,14,197.1602088359278,19,False,400.2352239369334
RET_2,SKU_1,15,0.0,16,True,0.0
RET_2,SKU_1,16,0.0,16,True,0.0
RET_2,SKU_1,17,0.0,19,False,0.0
RET_2,SKU_1,18,0.0,16,True,0.0
RET_2,SKU_1,19,0.0,18,False,0.0
RET_2,SKU_1,20,0.0,16,True,0.0
RET_2,SKU_1,21,0.0,16,True,0.0
RET_2,SKU_1,22,0.0,17,False,0.0
RET_2,SKU_1,23,0.0,16,True,0.0
RET_2,SKU_1,24,0.0,16,True,0.0
RET_2,SKU_1,25,0.0,17,False,0.0
RET_2,SKU_1,26,0.0,16,True,0.0
RET_2,SKU_1,27,158.93100712910254,17,False,465.66785088827044
RET_2,SKU_1,28,0.0,16,True,0.0
RET_2,SKU_1,29,0.0,17,False,0.0
RET_2,SKU_1,30,0.0,16,True,0.0
RET_2,SKU_1,31,0.0,16,True,0.0
RET_2,SKU_1,32,163.61105210689877,16,True,332.1304357770045
RET_2,SKU_1,33,0.0,16,True,0.0
RET_2,SKU_1,34,0.0,16,True,0.0
RET_2,SKU_1,35,0.0,16,True,0.0
RET_2,SKU_1,36,0.0,16,True,0.0
RET_2,SKU_1,37,0.0,16,True,0.0
RET_2,SKU_1,38,0.0,19,False,0.0
RET_2,SKU_1,39,0.0,16,True,0.0
RET_2,SKU_1,40,0.0,16,True,0.0
RET_2,SKU_1,41,0.0,16,True,0.0
RET_2,SKU_1,42,0.0,16,True,0.0
RET_2,SKU_1,43,0.0,16,True,0.0
RET_2,SKU_1,44,0.0,16,True,0.0
RET_2,SKU_1,45,0.0,16,True,0.0
RET_2,SKU_1,46,0.0,17,False,0.0
RET_2,SKU_1,47,0.0,16,True,0.0
RET_2,SKU_1,48,0.0,16,True,0.0
RET_2,SKU_1,49,0.0,16,True,0.0
RET_2,SKU_1,50,0.0,16,True,0.0
RET_2,SKU_1,51,0.0,16,True,0.0
RET_2,SKU_1,52,0.0,16,True,0.0
RET_2,SKU_2,1,0.0,22,False,0.0
RET_2,SKU_2,2,0.0,16,True,0.0
RET_2,SKU_2,3,0.0,16,True,0.0
RET_2,SKU_2,4,0.0,16,True,0.0
RET_2,SKU_2,5,0.0,18,False,0.0
RET_2,SKU_2,6,0.0,16,True,0.0
RET_2,SKU_2,7,0.0,16,True,0.0
RET_2,SKU_2,8,0.0,17,False,0.0
RET_2,SKU_2,9,0.0,18,False,0.0
RET_2,SKU_2,10,0.0,16,True,0.0
RET_2,SKU_2,11,0.0,18,False,0.0
RET_2,SKU_2,12,0.0,16,True,0.0
RET_2,SKU_2,13,0.0,18,False,0.0
RET_2,SKU_2,14,0.0,16,True,0.0
RET_2,SKU_2,15,0.0,16,True,0.0
RET_2,SKU_2,16,145.89445499327633,16,True,296.16574363635095
RET_2,SKU_2,17,0.0,17,False,0.0
RET_2,SKU_2,18,0.0,18,False,0.0
RET_2,SKU_2,19,152.87861761039383,16,True,310.34359374909945
RET_2,SKU_2,20,0.0,17,False,0.0
RET_2,SKU_2,21,0.0,16,True,0.0
RET_2,SKU_2,22,0.0,16,True,0.0
RET_2,SKU_2,23,0.0,16,True,0.0
RET_2,SKU_2,24,0.0,16,True,0.0
RET_2,SKU_2,25,0.0,16,True,0.0
RET_2,SKU_2,26,0.0,16,True,0.0
RET_2,SKU_2,27,0.0,16,True,0.0
RET_2,SKU_2,28,0.0,16,True,0.0
RET_2,SKU_2,29,0.0,16,True,0.0
RET_2,SKU_2,30,0.0,16,True,0.0
RET_2,SKU_2,31,96.9759294178636,16,True,196.86113671826308
RET_2,SKU_2,32,0.0,16,True,0.0
RET_2,SKU_2,33,0.0,16,True,0.0
RET_2,SKU_2,34,0.0,16,True,0.0
RET_2,SKU_2,35,0.0,16,True,0.0
RET_2,SKU_2,36,0.0,16,True,0.0
RET_2,SKU_2,37,0.0,16,True,0.0
RET_2,SKU_2,38,0.0,16,True,0.0
RET_2,SKU_2,39,121.93503850952666,16,True,357.2696628329131
RET_2,SKU_2,40,0.0,16,True,0.0
RET_2,SKU_2,41,0.0,16,True,0.0
RET_2,SKU_2,42,0.0,16,True,0.0
RET_2,SKU_2,43,0.0,16,True,0.0
RET_2,SKU_2,44,0.0,16,True,0.0
RET_2,SKU_2,45,0.0,17,False,0.0
RET_2,SKU_2,46,0.0,16,True,0.0
RET_2,SKU_2,47,0.0,17,False,0.0
RET_2,SKU_2,48,0.0,18,False,0.0
RET_2,SKU_2,49,0.0,16,True,0.0
RET_2,SKU_2,50,0.0,16,True,0.0
RET_2,SKU_2,51,0.0,16,True,0.0
RET_2,SKU_2,52,0.0,16,True,0.0
RET_2,SKU_3,1,0.0,16,True,0.0
RET_2,SKU_3,2,0.0,16,True,0.0
RET_2,SKU_3,3,0.0,16,True,0.0
RET_2,SKU_3,4,0.0,16,True,0.0
RET_2,SKU_3,5,0.0,16,True,0.0
RET_2,SKU_3,6,0.0,16,True,0.0
RET_2,SKU_3,7,0.0,16,True,0.0
RET_2,SKU_3,8,0.0,16,True,0.0
RET_2,SKU_3,9,0.0,16,True,0.0
RET_2,SKU_3,10,0.0,16,True,0.0
RET_2,SKU_3,11,0.0,19,False,0.0
RET_2,SKU_3,12,0.0,16,True,0.0
RET_2,SKU_3,13,0.0,16,True,0.0
RET_2,SKU_3,14,151.15020262824342,16,True,335.55344983470036
RET_2,SKU_3,15,0.0,16,True,0.0
RET_2,SKU_3,16,0.0,16,True,0.0
RET_2,SKU_3,17,0.0,16,True,0.0
RET_2,SKU_3,18,148.1694345429213,16,True,328.9361446852853
RET_2,SKU_3,19,0.0,16,True,0.0
RET_2,SKU_3,20,0.0,16,True,0.0
RET_2,SKU_3,21,0.0,16,True,0.0
RET_2,SKU_3,22,0.0,18,False,0.0
RET_2,SKU_3,23,0.0,16,True,0.0
RET_2,SKU_3,24,0.0,16,True,0.0
RET_2,SKU_3,25,0.0,16,True,0.0
RET_2,SKU_3,26,0.0,18,False,0.0
RET_2,SKU_3,27,0.0,16,True,0.0
RET_2,SKU_3,28,0.0,16,True,0.0
RET_2,SKU_3,29,0.0,16,True,0.0
RET_2,SKU_3,30,148.20085098219468,16,True,437.1925103974743
RET_2,SKU_3,31,0.0,16,True,0.0
RET_2,SKU_3,32,0.0,16,True,0.0
RET_2,SKU_3,33,0.0,16,True,0.0
RET_2,SKU_3,34,0.0,16,True,0.0
RET_2,SKU_3,35,0.0,16,True,0.0
RET_2,SKU_3,36,0.0,16,True,0.0
RET_2,SKU_3,37,0.0,18,False,0.0
RET_2,SKU_3,38,0.0,19,False,0.0
RET_2,SKU_3,39,0.0,16,True,0.0
RET_2,SKU_3,40,0.0,16,True,0.0
RET_2,SKU_3,41,0.0,16,True,0.0
RET_2,SKU_3,42,0.0,20,False,0.0
RET_2,SKU_3,43,0.0,16,True,0.0
RET_2,SKU_3,44,0.0,16,True,0.0
RET_2,SKU_3,45,0.0,16,True,0.0
RET_2,SKU_3,46,121.05661979665538,16,True,357.11702840013334
RET_2,SKU_3,47,0.0,16,True,0.0
RET_2,SKU_3,48,0.0,16,True,0.0
RET_2,SKU_3,49,0.0,16,True,0.0
RET_2,SKU_3,50,0.0,16,True,0.0
RET_2,SKU_3,51,0.0,16,True,0.0
RET_2,SKU_3,52,0.0,16,True,0.0
RET_3,SKU_1,1,0.0,19,False,0.0
RET_3,SKU_1,2,0.0,16,True,0.0
RET_3,SKU_1,3,0.0,18,False,0.0
RET_3,SKU_1,4,0.0,16,True,0.0
RET_3,SKU_1,5,0.0,16,True,0.0
RET_3,SKU_1,6,0.0,16,True,0.0
RET_3,SKU_1,7,0.0,16,True,0.0
RET_3,SKU_1,8,131.84392298972875,16,True,290.05663057740327
RET_3,SKU_1,9,0.0,16,True,0.0
RET_3,SKU_1,10,0.0,16,True,0.0
RET_3,SKU_1,11,0.0,16,True,0.0
RET_3,SKU_1,12,0.0,16,True,0.0
RET_3,SKU_1,13,0.0,16,True,0.0
RET_3,SKU_1,14,0.0,16,True,0.0
RET_3,SKU_1,15,0.0,16,True,0.0
RET_3,SKU_1,16,0.0,19,False,0.0
RET_3,SKU_1,17,0.0,16,True,0.0
RET_3,SKU_1,18,0.0,16,True,0.0
RET_3,SKU_1,19,141.16217335282786,16,True,286.55921190624053
RET_3,SKU_1,20,0.0,20,False,0.0
RET_3,SKU_1,21,0.0,16,True,0.0
RET_3,SKU_1,22,0.0,18,False,0.0
RET_3,SKU_1,23,0.0,19,False,0.0
RET_3,SKU_1,24,0.0,16,True,0.0
RET_3,SKU_1,25,0.0,16,True,0.0
RET_3,SKU_1,26,0.0,18,False,0.0
RET_3,SKU_1,27,0.0,16,True,0.0
RET_3,SKU_1,28,0.0,16,True,0.0
RET_3,SKU_1,29,0.0,16,True,0.0
RET_3,SKU_1,30,0.0,16,True,0.0
RET_3,SKU_1,31,0.0,16,True,0.0
RET_3,SKU_1,32,0.0,16,True,0.0
RET_3,SKU_1,33,0.0,16,True,0.0
RET_3,SKU_1,34,0.0,16,True,0.0
RET_3,SKU_1,35,105.227224675809,17,False,213.61126609189228
RET_3,SKU_1,36,0.0,16,True,0.0
RET_3,SKU_1,37,0.0,16,True,0.0
RET_3,SKU_1,38,0.0,16,True,0.0
RET_3,SKU_1,39,0.0,16,True,0.0
RET_3,SKU_1,40,0.0,16,True,0.0
RET_3,SKU_1,41,0.0,16,True,0.0
RET_3,SKU_1,42,0.0,19,False,0.0
RET_3,SKU_1,43,0.0,16,True,0.0
RET_3,SKU_1,44,96.5261595855748,16,True,230.69752140952377
RET_3,SKU_1,45,0.0,16,True,0.0
RET_3,SKU_1,46,0.0,16,True,0.0
RET_3,SKU_1,47,0.0,18,False,0.0
RET_3,SKU_1,48,0.0,16,True,0.0
RET_3,SKU_1,49,0.0,16,True,0.0
RET_3,SKU_1,50,0.0,16,True,0.0
RET_3,SKU_1,51,0.0,16,True,0.0
RET_3,SKU_1,52,0.0,18,False,0.0
RET_3,SKU_2,1,0.0,16,True,0.0
RET_3,SKU_2,2,0.0,19,False,0.0
RET_3,SKU_2,3,0.0,16,True,0.0
RET_3,SKU_2,4,179.92472711740822,16,True,527.1794504540061
RET_3,SKU_2,5,0.0,16,True,0.0
RET_3,SKU_2,6,0.0,16,True,0.0
RET_3,SKU_2,7,0.0,18,False,0.0
RET_3,SKU_2,8,0.0,20,False,0.0
RET_3,SKU_2,9,0.0,16,True,0.0
RET_3,SKU_2,10,0.0,16,True,0.0
RET_3,SKU_2,11,0.0,16,True,0.0
RET_3,SKU_2,12,0.0,16,True,0.0
RET_3,SKU_2,13,0.0,18,False,0.0
RET_3,SKU_2,14,0.0,16,True,0.0
RET_3,SKU_2,15,0.0,16,True,0.0
RET_3,SKU_2,16,0.0,17,False,0.0
RET_3,SKU_2,17,0.0,16,True,0.0
RET_3,SKU_2,18,0.0,16,True,0.0
RET_3,SKU_2,19,0.0,16,True,0.0
RET_3,SKU_2,20,0.0,16,True,0.0
RET_3,SKU_2,21,0.0,16,True,0.0
RET_3,SKU_2,22,0.0,16,True,0.0
RET_3,SKU_2,23,0.0,16,True,0.0
RET_3,SKU_2,24,0.0,16,True,0.0
RET_3,SKU_2,25,0.0,16,True,0.0
RET_3,SKU_2,26,0.0,16,True,0.0
RET_3,SKU_2,27,0.0,18,False,0.0
RET_3,SKU_2,28,0.0,16,True,0.0
RET_3,SKU_2,29,0.0,19,False,0.0
RET_3,SKU_2,30,135.55673692273302,18,False,275.180175953148
RET_3,SKU_2,31,0.0,16,True,0.0
RET_3,SKU_2,32,0.0,16,True,0.0
RET_3,SKU_2,33,0.0,16,True,0.0
RET_3,SKU_2,34,0.0,16,True,0.0
RET_3,SKU_2,35,0.0,16,True,0.0
RET_3,SKU_2,36,0.0,16,True,0.0
RET_3,SKU_2,37,130.3271936788235,16,True,311.4819928923882
RET_3,SKU_2,38,0.0,16,True,0.0
RET_3,SKU_2,39,0.0,19,False,0.0
RET_3,SKU_2,40,0.0,16,True,0.0
RET_3,SKU_2,41,0.0,16,True,0.0
RET_3,SKU_2,42,0.0,16,True,0.0
RET_3,SKU_2,43,0.0,19,False,0.0
RET_3,SKU_2,44,0.0,16,True,0.0
RET_3,SKU_2,45,0.0,16,True,0.0
RET_3,SKU_2,46,136.97908132454853,16,True,427.3747337325915
RET_3,SKU_2,47,0.0,19,False,0.0
RET_3,SKU_2,48,0.0,16,True,0.0
RET_3,SKU_2,49,0.0,16,True,0.0
RET_3,SKU_2,50,0.0,21,False,0.0
RET_3,SKU_2,51,0.0,17,False,0.0
RET_3,SKU_2,52,0.0,16,True,0.0
RET_3,SKU_3,1,0.0,16,True,0.0
RET_3,SKU_3,2,0.0,16,True,0.0
RET_3,SKU_3,3,0.0,18,False,0.0
RET_3,SKU_3,4,0.0,16,True,0.0
RET_3,SKU_3,5,189.51138447258043,16,True,555.2683565046607
RET_3,SKU_3,6,0.0,16,True,0.0
RET_3,SKU_3,7,0.0,16,True,0.0
RET_3,SKU_3,8,0.0,16,True,0.0
RET_3,SKU_3,9,0.0,16,True,0.0
RET_3,SKU_3,10,0.0,16,True,0.0
RET_3,SKU_3,11,0.0,16,True,0.0
RET_3,SKU_3,12,0.0,16,True,0.0
RET_3,SKU_3,13,167.92328219649028,17,False,372.78968647620843
RET_3,SKU_3,14,0.0,16,True,0.0
RET_3,SKU_3,15,0.0,19,False,0.0
RET_3,SKU_3,16,216.03347902889396,16,True,637.2987631352372
RET_3,SKU_3,17,0.0,16,True,0.0
RET_3,SKU_3,18,0.0,16,True,0.0
RET_3,SKU_3,19,0.0,19,False,0.0
RET_3,SKU_3,20,0.0,16,True,0.0
RET_3,SKU_3,21,0.0,17,False,0.0
RET_3,SKU_3,22,0.0,16,True,0.0
RET_3,SKU_3,23,0.0,16,True,0.0
RET_3,SKU_3,24,0.0,19,False,0.0
RET_3,SKU_3,25,0.0,17,False,0.0
RET_3,SKU_3,26,0.0,16,True,0.0
RET_3,SKU_3,27,0.0,16,True,0.0
RET_3,SKU_3,28,0.0,16,True,0.0
RET_3,SKU_3,29,0.0,16,True,0.0
RET_3,SKU_3,30,0.0,16,True,0.0
RET_3,SKU_3,31,0.0,16,True,0.0
RET_3,SKU_3,32,0.0,16,True,0.0
RET_3,SKU_3,33,0.0,16,True,0.0
RET_3,SKU_3,34,0.0,16,True,0.0
RET_3,SKU_3,35,0.0,16,True,0.0
RET_3,SKU_3,36,0.0,18,False,0.0
RET_3,SKU_3,37,0.0,16,True,0.0
RET_3,SKU_3,38,0.0,19,False,0.0
RET_3,SKU_3,39,0.0,16,True,0.0
RET_3,SKU_3,40,0.0,19,False,0.0
RET_3,SKU_3,41,127.95160650023097,16,True,399.20901228072063
RET_3,SKU_3,42,0.0,18,False,0.0
RET_3,SKU_3,43,0.0,16,True,0.0
RET_3,SKU_3,44,0.0,16,True,0.0
RET_3,SKU_3,45,0.0,19,False,0.0
RET_3,SKU_3,46,0.0,16,True,0.0
RET_3,SKU_3,47,0.0,16,True,0.0
RET_3,SKU_3,48,0.0,16,True,0.0
RET_3,SKU_3,49,0.0,16,True,0.0
RET_3,SKU_3,50,0.0,16,True,0.0
RET_3,SKU_3,51,0.0,16,True,0.0
RET_3,SKU_3,52,0.0,19,False,0.0
RET_4,SKU_1,1,0.0,16,True,0.0
RET_4,SKU_1,2,0.0,16,True,0.0
RET_4,SKU_1,3,0.0,16,True,0.0
RET_4,SKU_1,4,0.0,16,True,0.0
RET_4,SKU_1,5,0.0,16,True,0.0
RET_4,SKU_1,6,0.0,18,False,0.0
RET_4,SKU_1,7,0.0,16,True,0.0
RET_4,SKU_1,8,0.0,16,True,0.0
RET_4,SKU_1,9,0.0,16,True,0.0
RET_4,SKU_1,10,0.0,16,True,0.0
RET_4,SKU_1,11,0.0,16,True,0.0
RET_4,SKU_1,12,0.0,16,True,0.0
RET_4,SKU_1,13,0.0,16,True,0.0
RET_4,SKU_1,14,0.0,16,True,0.0
RET_4,SKU_1,15,0.0,16,True,0.0
RET_4,SKU_1,16,0.0,16,True,0.0
RET_4,SKU_1,17,0.0,20,False,0.0
RET_4,SKU_1,18,0.0,16,True,0.0
RET_4,SKU_1,19,0.0,16,True,0.0
RET_4,SKU_1,20,186.8875328565541,17,False,411.15257228441897
RET_4,SKU_1,21,0.0,16,True,0.0
RET_4,SKU_1,22,0.0,19,False,0.0
RET_4,SKU_1,23,0.0,16,True,0.0
RET_4,SKU_1,24,0.0,16,True,0.0
RET_4,SKU_1,25,0.0,19,False,0.0
RET_4,SKU_1,26,0.0,16,True,0.0
RET_4,SKU_1,27,0.0,16,True,0.0
RET_4,SKU_1,28,0.0,18,False,0.0
RET_4,SKU_1,29,0.0,16,True,0.0
RET_4,SKU_1,30,125.1288666709232,16,True,390.40206401328044
RET_4,SKU_1,31,0.0,16,True,0.0
RET_4,SKU_1,32,0.0,16,True,0.0
RET_4,SKU_1,33,0.0,16,True,0.0
RET_4,SKU_1,34,0.0,16,True,0.0
RET_4,SKU_1,35,0.0,16,True,0.0
RET_4,SKU_1,36,0.0,16,True,0.0
RET_4,SKU_1,37,0.0,16,True,0.0
RET_4,SKU_1,38,0.0,19,False,0.0
RET_4,SKU_1,39,0.0,16,True,0.0
RET_4,SKU_1,40,0.0,17,False,0.0
RET_4,SKU_1,41,0.0,16,True,0.0
RET_4,SKU_1,42,0.0,16,True,0.0
RET_4,SKU_1,43,0.0,16,True,0.0
RET_4,SKU_1,44,0.0,16,True,0.0
RET_4,SKU_1,45,0.0,16,True,0.0
RET_4,SKU_1,46,0.0,16,True,0.0
RET_4,SKU_1,47,0.0,16,True,0.0
RET_4,SKU_1,48,0.0,16,True,0.0
RET_4,SKU_1,49,0.0,19,False,0.0
RET_4,SKU_1,50,0.0,16,True,0.0
RET_4,SKU_1,51,154.50828873892556,19,False,455.7994517798304
RET_4,SKU_1,52,137.64788420576488,16,True,429.46139872198637
RET_4,SKU_2,1,0.0,16,True,0.0
RET_4,SKU_2,2,0.0,17,False,0.0
RET_4,SKU_2,3,0.0,16,True,0.0
RET_4,SKU_2,4,0.0,19,False,0.0
RET_4,SKU_2,5,0.0,16,True,0.0
RET_4,SKU_2,6,0.0,16,True,0.0
RET_4,SKU_2,7,0.0,16,True,0.0
RET_4,SKU_2,8,0.0,16,True,0.0
RET_4,SKU_2,9,0.0,16,True,0.0
RET_4,SKU_2,10,0.0,16,True,0.0
RET_4,SKU_2,11,0.0,16,True,0.0
RET_4,SKU_2,12,0.0,16,True,0.0
RET_4,SKU_2,13,0.0,16,True,0.0
RET_4,SKU_2,14,0.0,16,True,0.0
RET_4,SKU_2,15,0.0,16,True,0.0
RET_4,SKU_2,16,0.0,16,True,0.0
RET_4,SKU_2,17,161.52380303250703,16,True,503.9542654614219
RET_4,SKU_2,18,0.0,16,True,0.0
RET_4,SKU_2,19,0.0,16,True,0.0
RET_4,SKU_2,20,0.0,17,False,0.0
RET_4,SKU_2,21,0.0,16,True,0.0
RET_4,SKU_2,22,0.0,16,True,0.0
RET_4,SKU_2,23,0.0,22,False,0.0
